feature_name,SD21,SDXL,SD3,DALLE3,Midjourney
hog_0033,0.0,0.005981139055948104,0.005116027675853951,0.0,0.0
hog_0034,0.0,0.015535573512790224,0.0274242596079044,0.031632093195838484,0.030146386283688154
hog_0035,0.00923527721133266,0.0056567456768013,0.037230874282926596,0.0,0.0012667778214836556
hog_0036,0.0,0.0,0.007418158318320822,0.0,0.02000190150609149
hog_0037,0.026485665895821464,0.001273656374186638,0.043525144274585426,0.024681022126891827,0.031357667469883665
hog_0038,0.0,0.03542426383847186,0.006621698424815081,0.018524678796558947,0.0
hog_0039,0.0,0.03129478008176689,0.012908770739218589,0.0067752261017279825,0.0012209003504486393
hog_0040,0.015169732233373479,0.017208817025215595,0.0,0.032879475785284384,0.025380221659330182
hog_0041,0.0033830890895805155,0.013278089557716477,0.0014938925793299695,0.0,0.0
hog_0042,0.009085536535863525,0.007781017956363323,0.009672155196792653,0.026600904352570787,0.00027716475597761026
hog_0043,0.03681077375610453,0.017969882504498935,0.038960976929279134,0.011802145231850858,0.018455426226649863
hog_0044,0.003507184619401027,0.011361789422154933,0.0,0.0,0.0
hog_0045,0.011672849797415452,0.023151615089723965,0.0,0.017797396406330046,0.040560882049176517
hog_0046,0.0,0.011763492862855163,0.021975174563507727,0.0,0.00042129146260450057
hog_0047,0.0,0.0,0.0,0.017490776672189456,0.0
hog_0048,0.0,0.008045410622444793,0.030914544497010477,0.0,0.01031934530826839
hog_0049,0.0062119713108987895,0.01832968672093438,0.0,0.002221994989936027,0.03393360104420773
hog_0050,0.013272749280580198,0.02218611082735178,0.049860538844479274,0.0,0.012930705925696895
hog_0051,0.0,0.03715724487660399,0.0031399848548796516,0.0049026729575101236,0.023471216487975788
hog_0052,0.0,0.012350470549740367,0.019301306176286115,0.0012996915206400228,0.004415013149997149
hog_0053,0.0,0.0,0.016437163647725406,0.006620050540827593,0.0
hog_0054,0.004858933161413503,0.02652259068444618,0.009075993655252912,0.003278781705204903,0.0
hog_0055,0.0,0.011032231132761527,0.010405865420392457,0.011504246206273328,0.006721830928329231
hog_0056,0.010118379723899507,0.011873341780338942,0.013255582303066449,0.026600757494354976,0.0078864375589216
hog_0057,0.0,0.0,0.008360657223937862,0.0,0.0033331089430932437
hog_0058,0.0011775420827149219,0.033193762922050674,0.014011675352634478,0.02289092835582318,0.006693933386506812
hog_0059,0.0,0.015554546979263062,0.0023135227869524044,0.0,0.0
hog_0060,0.0030073529851153413,0.0,0.011588208930992439,0.0,0.005203708217185188
hog_0061,0.01752827564997328,0.0034230512083381903,0.022284776259663852,0.004916451928643317,0.0013465189382246834
hog_0062,0.007879049114033032,0.015050921505180836,0.041471598040885294,0.006286720676247803,0.007777661623078025
hog_0063,0.006554761313248614,0.004616793631956995,0.012438506638301705,0.01727821251819983,0.0
hog_0064,0.0025379246489729557,0.015796558284306705,0.034512085851455376,0.01648293829499692,0.0070940402916168654
hog_0065,0.0,0.008680027561172032,0.02454537456776662,0.0,0.03185958972234482
hog_0066,0.02780021513288844,0.011823123028564142,0.03940369967566326,0.0,0.018851138051589666
hog_0067,0.020897202562996986,0.025227662859463873,0.016334269308631688,0.02050088696630703,0.017367165494495573
hog_0068,0.0,0.0,0.018178888347972544,0.00779040971013667,0.0
hog_0069,0.01114273271975974,0.0032027965471554953,0.01378619311428464,0.01617768480901649,0.0015120286024485896
hog_0070,0.011111022264598702,0.012843834799807885,0.026866405278281436,0.014874594855640133,0.01020404022644561
hog_0071,0.0,0.0,0.0024796735467285114,0.0,0.01632366005864405
hog_0072,0.03880510048247032,0.025277884250007654,0.005138704597960286,0.006725637885261149,0.03524196246579292
hog_0073,0.0,0.019674183543096024,0.016303207039379597,0.012770558985985891,0.016081214012626743
hog_0074,0.0,0.009223126172533958,0.02790907356477157,0.0357319742204627,0.0
hog_0075,0.0,0.0014929246268196028,0.021776583300799457,0.0,0.011626331097922105
hog_0076,0.029694797485059876,0.01823852594672437,0.012111314591841227,0.008143113291569026,0.010196367576966292
hog_0077,0.03715516486336323,0.029769867764934732,0.0628073823237274,0.015771704209287973,0.0
hog_0078,0.018848803201565678,0.018210652034921893,0.05446664853317151,0.0,0.0
hog_0079,0.0,0.0,0.012577685343000411,0.0,0.0
hog_0080,0.015475582409752553,0.018875942845301807,0.02330249338899515,0.0,0.0
hog_0081,0.0,0.0,0.0,0.010949327812263654,0.0
hog_0082,0.008260276361863994,0.01607724600642646,0.006823275191165212,0.0,0.0
hog_0083,0.000708749685986998,0.00999944585956114,0.021188020794197016,0.0023451507882630285,0.0
hog_0084,0.015412156252576414,0.03252585256612184,0.037664614675216423,0.008489277179618337,0.024075220802865838
hog_0085,0.0,0.01099241984571453,0.01467142613472494,0.0,0.008505351135424721
hog_0086,0.015663113370793624,0.0,0.03359588799042523,0.02979172473206604,0.0018106158787283277
hog_0087,0.01682192827618767,0.0,0.011205397319859589,0.03388176412240784,0.004874663175968852
hog_0088,0.037683561318099024,0.02110815145304268,0.05162815733295578,0.008177592701048342,0.0014926035830236106
hog_0089,0.010846493560220605,0.0,0.012542398010056965,0.016376732351080836,0.025147234797397555
hog_0090,0.008855256778272924,0.0,0.0,0.02433900758751606,0.0008235606418669494
hog_0091,0.0,0.0,0.01414970242657887,0.0,0.0
