feature_name,family,index,SD21,SDXL,SD3,DALLE3,Midjourney,mean_mi,std_mi,max_mi,stability_score,specificity_ratio
hog_0037,hog,37,0.026485665895821464,0.001273656374186638,0.043525144274585426,0.024681022126891827,0.031357667469883665,0.025464631228273804,0.013767859870350946,0.043525144274585426,1.8495706390461735,1.7092390686977499
hog_0038,hog,38,0.0,0.03542426383847186,0.006621698424815081,0.018524678796558947,0.0,0.012114128211969177,0.01347685847193185,0.03542426383847186,0.8988836187836771,2.924210499874103
hog_0039,hog,39,0.0,0.03129478008176689,0.012908770739218589,0.0067752261017279825,0.0012209003504486393,0.010439935454632421,0.011387999361386235,0.03129478008176689,0.9167487814657562,2.9976025445902725
hog_0040,hog,40,0.015169732233373479,0.017208817025215595,0.0,0.032879475785284384,0.025380221659330182,0.018127649340640727,0.011031059656671923,0.032879475785284384,1.6433278634613047,1.813774822850111
hog_0041,hog,41,0.0033830890895805155,0.013278089557716477,0.0014938925793299695,0.0,0.0,0.0036310142453253925,0.004981231712750885,0.013278089557716477,0.7289388901728635,3.6568531555494928
hog_0042,hog,42,0.009085536535863525,0.007781017956363323,0.009672155196792653,0.026600904352570787,0.00027716475597761026,0.010683355759513579,0.008644724194414975,0.026600904352570787,1.235823640341475,2.489938785286989
hog_0043,hog,43,0.03681077375610453,0.017969882504498935,0.038960976929279134,0.011802145231850858,0.018455426226649863,0.024799840929676666,0.010960294737160292,0.038960976929279134,2.2626981538093123,1.5710171475995007
hog_0044,hog,44,0.003507184619401027,0.011361789422154933,0.0,0.0,0.0,0.002973794808311192,0.004408476494624006,0.011361789422154933,0.6745627740955096,3.8206353611774215
hog_0045,hog,45,0.011672849797415452,0.023151615089723965,0.0,0.017797396406330046,0.040560882049176517,0.018636548668529197,0.01339836142022396,0.040560882049176517,1.3909571993961392,2.1764158479222186
hog_0046,hog,46,0.0,0.011763492862855163,0.021975174563507727,0.0,0.00042129146260450057,0.006831991777793478,0.008810050960900923,0.021975174563507727,0.7754768993547267,3.216510215721426
hog_0047,hog,47,0.0,0.0,0.0,0.017490776672189456,0.0,0.003498155334437891,0.006996310668875782,0.017490776672189456,0.4999999285337727,4.9999985706756584
hog_0048,hog,48,0.0,0.008045410622444793,0.030914544497010477,0.0,0.01031934530826839,0.009855860085544732,0.011324634130986307,0.030914544497010477,0.8703026606638538,3.13666601311496
hog_0049,hog,49,0.0062119713108987895,0.01832968672093438,0.0,0.002221994989936027,0.03393360104420773,0.012139450813195386,0.012602866453214791,0.03393360104420773,0.9632292697086808,2.795315766015271
hog_0050,hog,50,0.013272749280580198,0.02218611082735178,0.049860538844479274,0.0,0.012930705925696895,0.01965002097562163,0.016679623826666518,0.049860538844479274,1.1780853094612893,2.5374291645239717
hog_0051,hog,51,0.0,0.03715724487660399,0.0031399848548796516,0.0049026729575101236,0.023471216487975788,0.01373422383539391,0.01429902119348736,0.03715724487660399,0.9605009104503179,2.705449002177944
hog_0052,hog,52,0.0,0.012350470549740367,0.019301306176286115,0.0012996915206400228,0.004415013149997149,0.0074732962793327305,0.007307602831035275,0.019301306176286115,1.0226739779726102,2.582702849204665
